scenario_index,start,destination,preference,time_budget,solver,reward,optimal_reward,optimality_gap_percent,travel_minutes,study_minutes,total_minutes,visited_count,feasible,study_plan,deadline_slack_minutes,direct_travel_minutes,walking_detour_minutes,walking_detour_percent,runtime_ms,runtime_mean_ms,runtime_p95_ms,runtime_std_ms,timing_repeats,order_seed,route
79,Rodin College House,Meyerson Hall,Collaborative,45.0,exact_dynamic_programming,10.8,10.8,0.0,10.7627,20.0,30.7627,1,True,True,14.2373,9.3208,1.4419,15.4697,0.1476,0.1631,0.2454,0.0312,10,2026,Rodin College House -> Huntsman Hall -> Meyerson Hall
79,Rodin College House,Meyerson Hall,Collaborative,45.0,greedy_reward_per_minute,10.8,10.8,0.0,10.7627,20.0,30.7627,1,True,True,14.2373,9.3208,1.4419,15.4697,0.0095,0.0095,0.0096,0.0001,10,2026,Rodin College House -> Huntsman Hall -> Meyerson Hall
79,Rodin College House,Meyerson Hall,Collaborative,45.0,nearest,10.8,10.8,0.0,10.7627,20.0,30.7627,1,True,True,14.2373,9.3208,1.4419,15.4697,0.0072,0.0073,0.0077,0.0002,10,2026,Rodin College House -> Huntsman Hall -> Meyerson Hall
80,Rodin College House,Meyerson Hall,Collaborative,60.0,exact_dynamic_programming,21.4,21.4,0.0,14.1939,40.0,54.1939,2,True,True,5.8061,9.3208,4.8731,52.282,0.1601,0.1605,0.1643,0.0017,10,2026,Rodin College House -> Huntsman Hall -> Houston Hall -> Meyerson Hall
80,Rodin College House,Meyerson Hall,Collaborative,60.0,greedy_reward_per_minute,21.4,21.4,0.0,14.1939,40.0,54.1939,2,True,True,5.8061,9.3208,4.8731,52.282,0.013,0.013,0.0132,0.0002,10,2026,Rodin College House -> Huntsman Hall -> Houston Hall -> Meyerson Hall
80,Rodin College House,Meyerson Hall,Collaborative,60.0,nearest,17.8,21.4,16.8224,10.8983,45.0,55.8983,2,True,True,4.1017,9.3208,1.5775,16.9245,0.0089,0.009,0.0093,0.0001,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Meyerson Hall
81,Rodin College House,Meyerson Hall,Collaborative,90.0,exact_dynamic_programming,30.4,30.4,0.0,18.4773,60.0,78.4773,3,True,True,11.5227,9.3208,9.1565,98.2373,0.2609,0.2608,0.2626,0.0011,10,2026,Rodin College House -> Huntsman Hall -> Houston Hall -> Levine Hall -> Meyerson Hall
81,Rodin College House,Meyerson Hall,Collaborative,90.0,greedy_reward_per_minute,30.4,30.4,0.0,18.4773,60.0,78.4773,3,True,True,11.5227,9.3208,9.1565,98.2373,0.0168,0.0168,0.0172,0.0002,10,2026,Rodin College House -> Huntsman Hall -> Houston Hall -> Levine Hall -> Meyerson Hall
81,Rodin College House,Meyerson Hall,Collaborative,90.0,nearest,22.6,30.4,25.6579,12.6329,70.0,82.6329,3,True,True,7.3671,9.3208,3.3121,35.5345,0.0109,0.0109,0.0111,0.0001,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Fisher Fine Arts Library -> Meyerson Hall
82,Rodin College House,Meyerson Hall,Coffee nearby,45.0,exact_dynamic_programming,10.6,10.6,0.0,11.9894,20.0,31.9894,1,True,True,13.0106,9.3208,2.6686,28.6306,0.1444,0.1448,0.1469,0.001,10,2026,Rodin College House -> Houston Hall -> Meyerson Hall
82,Rodin College House,Meyerson Hall,Coffee nearby,45.0,greedy_reward_per_minute,10.6,10.6,0.0,11.9894,20.0,31.9894,1,True,True,13.0106,9.3208,2.6686,28.6306,0.0092,0.0092,0.0095,0.0002,10,2026,Rodin College House -> Houston Hall -> Meyerson Hall
82,Rodin College House,Meyerson Hall,Coffee nearby,45.0,nearest,8.8,10.6,16.9811,10.7627,20.0,30.7627,1,True,True,14.2373,9.3208,1.4419,15.4697,0.007,0.007,0.0074,0.0002,10,2026,Rodin College House -> Huntsman Hall -> Meyerson Hall
83,Rodin College House,Meyerson Hall,Coffee nearby,60.0,exact_dynamic_programming,19.4,19.4,0.0,14.1939,40.0,54.1939,2,True,True,5.8061,9.3208,4.8731,52.282,0.1638,0.1809,0.2269,0.0295,10,2026,Rodin College House -> Huntsman Hall -> Houston Hall -> Meyerson Hall
83,Rodin College House,Meyerson Hall,Coffee nearby,60.0,greedy_reward_per_minute,17.6,19.4,9.2784,16.2728,40.0,56.2728,2,True,True,3.7272,9.3208,6.952,74.5859,0.0123,0.0124,0.0125,0.0001,10,2026,Rodin College House -> Houston Hall -> Levine Hall -> Meyerson Hall
83,Rodin College House,Meyerson Hall,Coffee nearby,60.0,nearest,15.8,19.4,18.5567,10.8983,45.0,55.8983,2,True,True,4.1017,9.3208,1.5775,16.9245,0.0091,0.0091,0.0095,0.0002,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Meyerson Hall
84,Rodin College House,Meyerson Hall,Coffee nearby,90.0,exact_dynamic_programming,26.4,26.4,0.0,18.4773,60.0,78.4773,3,True,True,11.5227,9.3208,9.1565,98.2373,0.2606,0.267,0.3039,0.0144,10,2026,Rodin College House -> Huntsman Hall -> Houston Hall -> Levine Hall -> Meyerson Hall
84,Rodin College House,Meyerson Hall,Coffee nearby,90.0,greedy_reward_per_minute,26.4,26.4,0.0,26.1934,60.0,86.1934,3,True,True,3.8066,9.3208,16.8726,181.0209,0.0163,0.0164,0.0166,0.0002,10,2026,Rodin College House -> Houston Hall -> Huntsman Hall -> Levine Hall -> Meyerson Hall
84,Rodin College House,Meyerson Hall,Coffee nearby,90.0,nearest,20.6,26.4,21.9697,12.6329,70.0,82.6329,3,True,True,7.3671,9.3208,3.3121,35.5345,0.0108,0.0108,0.0112,0.0002,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Fisher Fine Arts Library -> Meyerson Hall
85,Rodin College House,Meyerson Hall,Power outlets,45.0,exact_dynamic_programming,11.0,11.0,0.0,14.3956,20.0,34.3956,1,True,True,10.6044,9.3208,5.0748,54.446,0.1447,0.1453,0.1517,0.0029,10,2026,Rodin College House -> Levine Hall -> Meyerson Hall
85,Rodin College House,Meyerson Hall,Power outlets,45.0,greedy_reward_per_minute,11.0,11.0,0.0,14.3956,20.0,34.3956,1,True,True,10.6044,9.3208,5.0748,54.446,0.0092,0.0092,0.0093,0.0001,10,2026,Rodin College House -> Levine Hall -> Meyerson Hall
85,Rodin College House,Meyerson Hall,Power outlets,45.0,nearest,8.8,11.0,20.0,10.7627,20.0,30.7627,1,True,True,14.2373,9.3208,1.4419,15.4697,0.0069,0.007,0.0071,0.0001,10,2026,Rodin College House -> Huntsman Hall -> Meyerson Hall
86,Rodin College House,Meyerson Hall,Power outlets,60.0,exact_dynamic_programming,22.0,22.0,0.0,14.8498,45.0,59.8498,2,True,True,0.1502,9.3208,5.529,59.3189,0.1601,0.161,0.1653,0.0028,10,2026,Rodin College House -> Van Pelt Library -> Levine Hall -> Meyerson Hall
86,Rodin College House,Meyerson Hall,Power outlets,60.0,greedy_reward_per_minute,19.8,22.0,10.0,17.2045,40.0,57.2045,2,True,True,2.7955,9.3208,7.8837,84.5818,0.0115,0.0115,0.0116,0.0001,10,2026,Rodin College House -> Levine Hall -> Towne Building -> Meyerson Hall
86,Rodin College House,Meyerson Hall,Power outlets,60.0,nearest,19.8,22.0,10.0,10.8983,45.0,55.8983,2,True,True,4.1017,9.3208,1.5775,16.9245,0.0092,0.0093,0.0096,0.0002,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Meyerson Hall
87,Rodin College House,Meyerson Hall,Power outlets,90.0,exact_dynamic_programming,33.0,33.0,0.0,19.3836,70.0,89.3836,3,True,True,0.6164,9.3208,10.0628,107.9607,0.2632,0.2664,0.279,0.0067,10,2026,Rodin College House -> Holman Biotech Commons -> Van Pelt Library -> Levine Hall -> Meyerson Hall
87,Rodin College House,Meyerson Hall,Power outlets,90.0,greedy_reward_per_minute,30.8,33.0,6.6667,22.8929,65.0,87.8929,3,True,True,2.1071,9.3208,13.5721,145.6109,0.0156,0.0157,0.0162,0.0002,10,2026,Rodin College House -> Levine Hall -> Van Pelt Library -> Towne Building -> Meyerson Hall
87,Rodin College House,Meyerson Hall,Power outlets,90.0,nearest,28.6,33.0,13.3333,12.6329,70.0,82.6329,3,True,True,7.3671,9.3208,3.3121,35.5345,0.0107,0.0108,0.0113,0.0002,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Fisher Fine Arts Library -> Meyerson Hall
88,Rodin College House,Meyerson Hall,No preference,45.0,exact_dynamic_programming,9.0,9.0,0.0,9.7749,25.0,34.7749,1,True,True,10.2251,9.3208,0.4541,4.8719,0.1471,0.1485,0.1684,0.0082,10,2026,Rodin College House -> Van Pelt Library -> Meyerson Hall
88,Rodin College House,Meyerson Hall,No preference,45.0,greedy_reward_per_minute,8.3,9.0,7.7778,10.7627,20.0,30.7627,1,True,True,14.2373,9.3208,1.4419,15.4697,0.0095,0.0096,0.0102,0.0003,10,2026,Rodin College House -> Huntsman Hall -> Meyerson Hall
88,Rodin College House,Meyerson Hall,No preference,45.0,nearest,8.3,9.0,7.7778,10.7627,20.0,30.7627,1,True,True,14.2373,9.3208,1.4419,15.4697,0.0074,0.0074,0.0078,0.0003,10,2026,Rodin College House -> Huntsman Hall -> Meyerson Hall
89,Rodin College House,Meyerson Hall,No preference,60.0,exact_dynamic_programming,17.5,17.5,0.0,14.8498,45.0,59.8498,2,True,True,0.1502,9.3208,5.529,59.3189,0.1603,0.1603,0.1617,0.0008,10,2026,Rodin College House -> Van Pelt Library -> Levine Hall -> Meyerson Hall
89,Rodin College House,Meyerson Hall,No preference,60.0,greedy_reward_per_minute,17.3,17.5,1.1429,10.8983,45.0,55.8983,2,True,True,4.1017,9.3208,1.5775,16.9245,0.0129,0.0129,0.0135,0.0003,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Meyerson Hall
89,Rodin College House,Meyerson Hall,No preference,60.0,nearest,17.3,17.5,1.1429,10.8983,45.0,55.8983,2,True,True,4.1017,9.3208,1.5775,16.9245,0.0092,0.0097,0.0145,0.0017,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Meyerson Hall
90,Rodin College House,Meyerson Hall,No preference,90.0,exact_dynamic_programming,26.5,26.5,0.0,19.3836,70.0,89.3836,3,True,True,0.6164,9.3208,10.0628,107.9607,0.2618,0.2621,0.2667,0.0022,10,2026,Rodin College House -> Holman Biotech Commons -> Van Pelt Library -> Levine Hall -> Meyerson Hall
90,Rodin College House,Meyerson Hall,No preference,90.0,greedy_reward_per_minute,25.8,26.5,2.6415,15.9732,65.0,80.9732,3,True,True,9.0268,9.3208,6.6524,71.3716,0.0162,0.0163,0.0169,0.0003,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Levine Hall -> Meyerson Hall
90,Rodin College House,Meyerson Hall,No preference,90.0,nearest,24.6,26.5,7.1698,12.6329,70.0,82.6329,3,True,True,7.3671,9.3208,3.3121,35.5345,0.0108,0.0108,0.0111,0.0001,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Fisher Fine Arts Library -> Meyerson Hall
91,Rodin College House,Claudia Cohen Hall,Quiet,45.0,exact_dynamic_programming,11.0,11.0,0.0,10.3633,25.0,35.3633,1,True,True,9.6367,8.3621,2.0012,23.9318,0.1442,0.1493,0.2026,0.019,10,2026,Rodin College House -> Van Pelt Library -> Claudia Cohen Hall
91,Rodin College House,Claudia Cohen Hall,Quiet,45.0,greedy_reward_per_minute,11.0,11.0,0.0,10.3633,25.0,35.3633,1,True,True,9.6367,8.3621,2.0012,23.9318,0.0094,0.0093,0.0095,0.0001,10,2026,Rodin College House -> Van Pelt Library -> Claudia Cohen Hall
91,Rodin College House,Claudia Cohen Hall,Quiet,45.0,nearest,4.8,11.0,56.3636,10.6446,20.0,30.6446,1,True,True,14.3554,8.3621,2.2825,27.2958,0.0072,0.0072,0.0075,0.0001,10,2026,Rodin College House -> Huntsman Hall -> Claudia Cohen Hall
92,Rodin College House,Claudia Cohen Hall,Quiet,60.0,exact_dynamic_programming,15.8,15.8,0.0,11.4867,45.0,56.4867,2,True,True,3.5133,8.3621,3.1246,37.3662,0.1688,0.1688,0.1775,0.0053,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Claudia Cohen Hall
92,Rodin College House,Claudia Cohen Hall,Quiet,60.0,greedy_reward_per_minute,15.6,15.8,1.2658,12.1735,45.0,57.1735,2,True,True,2.8265,8.3621,3.8114,45.5795,0.011,0.011,0.0112,0.0001,10,2026,Rodin College House -> Van Pelt Library -> Houston Hall -> Claudia Cohen Hall
92,Rodin College House,Claudia Cohen Hall,Quiet,60.0,nearest,15.8,15.8,0.0,11.4867,45.0,56.4867,2,True,True,3.5133,8.3621,3.1246,37.3662,0.0092,0.0092,0.0095,0.0001,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Claudia Cohen Hall
93,Rodin College House,Claudia Cohen Hall,Quiet,90.0,exact_dynamic_programming,28.8,28.8,0.0,17.9319,70.0,87.9319,3,True,True,2.0681,8.3621,9.5698,114.4425,0.2593,0.2605,0.266,0.0027,10,2026,Rodin College House -> Van Pelt Library -> Levine Hall -> Fisher Fine Arts Library -> Claudia Cohen Hall
93,Rodin College House,Claudia Cohen Hall,Quiet,90.0,greedy_reward_per_minute,28.8,28.8,0.0,18.6977,70.0,88.6977,3,True,True,1.3023,8.3621,10.3356,123.6005,0.016,0.016,0.0164,0.0002,10,2026,Rodin College House -> Van Pelt Library -> Fisher Fine Arts Library -> Levine Hall -> Claudia Cohen Hall
93,Rodin College House,Claudia Cohen Hall,Quiet,90.0,nearest,26.6,28.8,7.6389,13.3068,70.0,83.3068,3,True,True,6.6932,8.3621,4.9447,59.1323,0.0111,0.0111,0.0116,0.0002,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Fisher Fine Arts Library -> Claudia Cohen Hall
94,Rodin College House,Claudia Cohen Hall,Collaborative,45.0,exact_dynamic_programming,10.8,10.8,0.0,10.6446,20.0,30.6446,1,True,True,14.3554,8.3621,2.2825,27.2958,0.1445,0.1449,0.1494,0.0017,10,2026,Rodin College House -> Huntsman Hall -> Claudia Cohen Hall
94,Rodin College House,Claudia Cohen Hall,Collaborative,45.0,greedy_reward_per_minute,10.8,10.8,0.0,10.6446,20.0,30.6446,1,True,True,14.3554,8.3621,2.2825,27.2958,0.0093,0.0093,0.0095,0.0001,10,2026,Rodin College House -> Huntsman Hall -> Claudia Cohen Hall
94,Rodin College House,Claudia Cohen Hall,Collaborative,45.0,nearest,10.8,10.8,0.0,10.6446,20.0,30.6446,1,True,True,14.3554,8.3621,2.2825,27.2958,0.0074,0.0072,0.0076,0.0003,10,2026,Rodin College House -> Huntsman Hall -> Claudia Cohen Hall
95,Rodin College House,Claudia Cohen Hall,Collaborative,60.0,exact_dynamic_programming,21.4,21.4,0.0,12.4547,40.0,52.4547,2,True,True,7.5453,8.3621,4.0926,48.9423,0.1626,0.1631,0.1659,0.0016,10,2026,Rodin College House -> Huntsman Hall -> Houston Hall -> Claudia Cohen Hall
95,Rodin College House,Claudia Cohen Hall,Collaborative,60.0,greedy_reward_per_minute,21.4,21.4,0.0,12.4547,40.0,52.4547,2,True,True,7.5453,8.3621,4.0926,48.9423,0.0132,0.0132,0.0135,0.0002,10,2026,Rodin College House -> Huntsman Hall -> Houston Hall -> Claudia Cohen Hall
95,Rodin College House,Claudia Cohen Hall,Collaborative,60.0,nearest,17.8,21.4,16.8224,11.4867,45.0,56.4867,2,True,True,3.5133,8.3621,3.1246,37.3662,0.009,0.009,0.0093,0.0002,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Claudia Cohen Hall
96,Rodin College House,Claudia Cohen Hall,Collaborative,90.0,exact_dynamic_programming,30.4,30.4,0.0,17.8895,60.0,77.8895,3,True,True,12.1105,8.3621,9.5274,113.9355,0.2586,0.3018,0.7021,0.1408,10,2026,Rodin College House -> Huntsman Hall -> Levine Hall -> Houston Hall -> Claudia Cohen Hall
96,Rodin College House,Claudia Cohen Hall,Collaborative,90.0,greedy_reward_per_minute,30.4,30.4,0.0,21.0183,60.0,81.0183,3,True,True,8.9817,8.3621,12.6562,151.3519,0.0168,0.0168,0.0174,0.0003,10,2026,Rodin College House -> Huntsman Hall -> Houston Hall -> Levine Hall -> Claudia Cohen Hall
96,Rodin College House,Claudia Cohen Hall,Collaborative,90.0,nearest,22.6,30.4,25.6579,13.3068,70.0,83.3068,3,True,True,6.6932,8.3621,4.9447,59.1323,0.011,0.0111,0.0115,0.0002,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Fisher Fine Arts Library -> Claudia Cohen Hall
97,Rodin College House,Claudia Cohen Hall,Coffee nearby,45.0,exact_dynamic_programming,10.6,10.6,0.0,10.2502,20.0,30.2502,1,True,True,14.7498,8.3621,1.8881,22.5793,0.1461,0.1463,0.1514,0.0021,10,2026,Rodin College House -> Houston Hall -> Claudia Cohen Hall
97,Rodin College House,Claudia Cohen Hall,Coffee nearby,45.0,greedy_reward_per_minute,10.6,10.6,0.0,10.2502,20.0,30.2502,1,True,True,14.7498,8.3621,1.8881,22.5793,0.0093,0.0094,0.0096,0.0001,10,2026,Rodin College House -> Houston Hall -> Claudia Cohen Hall
97,Rodin College House,Claudia Cohen Hall,Coffee nearby,45.0,nearest,8.8,10.6,16.9811,10.6446,20.0,30.6446,1,True,True,14.3554,8.3621,2.2825,27.2958,0.0072,0.0071,0.0073,0.0001,10,2026,Rodin College House -> Huntsman Hall -> Claudia Cohen Hall
98,Rodin College House,Claudia Cohen Hall,Coffee nearby,60.0,exact_dynamic_programming,19.4,19.4,0.0,12.4547,40.0,52.4547,2,True,True,7.5453,8.3621,4.0926,48.9423,0.1628,0.1639,0.1731,0.0035,10,2026,Rodin College House -> Huntsman Hall -> Houston Hall -> Claudia Cohen Hall
98,Rodin College House,Claudia Cohen Hall,Coffee nearby,60.0,greedy_reward_per_minute,17.6,19.4,9.2784,18.8138,40.0,58.8138,2,True,True,1.1862,8.3621,10.4517,124.9889,0.0123,0.0124,0.0126,0.0001,10,2026,Rodin College House -> Houston Hall -> Levine Hall -> Claudia Cohen Hall
98,Rodin College House,Claudia Cohen Hall,Coffee nearby,60.0,nearest,15.8,19.4,18.5567,11.4867,45.0,56.4867,2,True,True,3.5133,8.3621,3.1246,37.3662,0.0092,0.0091,0.0093,0.0001,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Claudia Cohen Hall
99,Rodin College House,Claudia Cohen Hall,Coffee nearby,90.0,exact_dynamic_programming,26.4,26.4,0.0,17.8895,60.0,77.8895,3,True,True,12.1105,8.3621,9.5274,113.9355,0.2601,0.2596,0.2624,0.0022,10,2026,Rodin College House -> Huntsman Hall -> Levine Hall -> Houston Hall -> Claudia Cohen Hall
99,Rodin College House,Claudia Cohen Hall,Coffee nearby,90.0,greedy_reward_per_minute,26.4,26.4,0.0,22.7554,65.0,87.7554,3,True,True,2.2446,8.3621,14.3933,172.1254,0.0162,0.0162,0.0165,0.0002,10,2026,Rodin College House -> Houston Hall -> Huntsman Hall -> Van Pelt Library -> Claudia Cohen Hall
99,Rodin College House,Claudia Cohen Hall,Coffee nearby,90.0,nearest,20.6,26.4,21.9697,13.3068,70.0,83.3068,3,True,True,6.6932,8.3621,4.9447,59.1323,0.0109,0.011,0.0118,0.0003,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Fisher Fine Arts Library -> Claudia Cohen Hall
100,Rodin College House,Claudia Cohen Hall,Power outlets,45.0,exact_dynamic_programming,11.0,11.0,0.0,10.3633,25.0,35.3633,1,True,True,9.6367,8.3621,2.0012,23.9318,0.1477,0.1492,0.1606,0.0055,10,2026,Rodin College House -> Van Pelt Library -> Claudia Cohen Hall
100,Rodin College House,Claudia Cohen Hall,Power outlets,45.0,greedy_reward_per_minute,11.0,11.0,0.0,10.3633,25.0,35.3633,1,True,True,9.6367,8.3621,2.0012,23.9318,0.0093,0.0094,0.0096,0.0001,10,2026,Rodin College House -> Van Pelt Library -> Claudia Cohen Hall
100,Rodin College House,Claudia Cohen Hall,Power outlets,45.0,nearest,8.8,11.0,20.0,10.6446,20.0,30.6446,1,True,True,14.3554,8.3621,2.2825,27.2958,0.007,0.0071,0.0073,0.0001,10,2026,Rodin College House -> Huntsman Hall -> Claudia Cohen Hall
101,Rodin College House,Claudia Cohen Hall,Power outlets,60.0,exact_dynamic_programming,19.8,19.8,0.0,11.4867,45.0,56.4867,2,True,True,3.5133,8.3621,3.1246,37.3662,0.1633,0.1643,0.1695,0.0029,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Claudia Cohen Hall
101,Rodin College House,Claudia Cohen Hall,Power outlets,60.0,greedy_reward_per_minute,17.6,19.8,11.1111,12.1735,45.0,57.1735,2,True,True,2.8265,8.3621,3.8114,45.5795,0.0115,0.0116,0.0122,0.0002,10,2026,Rodin College House -> Van Pelt Library -> Houston Hall -> Claudia Cohen Hall
101,Rodin College House,Claudia Cohen Hall,Power outlets,60.0,nearest,19.8,19.8,0.0,11.4867,45.0,56.4867,2,True,True,3.5133,8.3621,3.1246,37.3662,0.0095,0.0098,0.0116,0.0008,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Claudia Cohen Hall
102,Rodin College House,Claudia Cohen Hall,Power outlets,90.0,exact_dynamic_programming,30.8,30.8,0.0,18.3006,65.0,83.3006,3,True,True,6.6994,8.3621,9.9385,118.8517,0.2584,0.259,0.2634,0.0021,10,2026,Rodin College House -> Huntsman Hall -> Levine Hall -> Van Pelt Library -> Claudia Cohen Hall
102,Rodin College House,Claudia Cohen Hall,Power outlets,90.0,greedy_reward_per_minute,30.8,30.8,0.0,19.2843,65.0,84.2843,3,True,True,5.7157,8.3621,10.9222,130.6155,0.0159,0.0159,0.0163,0.0002,10,2026,Rodin College House -> Van Pelt Library -> Levine Hall -> Towne Building -> Claudia Cohen Hall
102,Rodin College House,Claudia Cohen Hall,Power outlets,90.0,nearest,28.6,30.8,7.1429,13.3068,70.0,83.3068,3,True,True,6.6932,8.3621,4.9447,59.1323,0.011,0.0111,0.0115,0.0002,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Fisher Fine Arts Library -> Claudia Cohen Hall
103,Rodin College House,Claudia Cohen Hall,No preference,45.0,exact_dynamic_programming,9.0,9.0,0.0,10.3633,25.0,35.3633,1,True,True,9.6367,8.3621,2.0012,23.9318,0.1521,0.1618,0.2183,0.0234,10,2026,Rodin College House -> Van Pelt Library -> Claudia Cohen Hall
103,Rodin College House,Claudia Cohen Hall,No preference,45.0,greedy_reward_per_minute,8.3,9.0,7.7778,10.6446,20.0,30.6446,1,True,True,14.3554,8.3621,2.2825,27.2958,0.0093,0.0101,0.0172,0.0025,10,2026,Rodin College House -> Huntsman Hall -> Claudia Cohen Hall
103,Rodin College House,Claudia Cohen Hall,No preference,45.0,nearest,8.3,9.0,7.7778,10.6446,20.0,30.6446,1,True,True,14.3554,8.3621,2.2825,27.2958,0.007,0.0071,0.0076,0.0002,10,2026,Rodin College House -> Huntsman Hall -> Claudia Cohen Hall
104,Rodin College House,Claudia Cohen Hall,No preference,60.0,exact_dynamic_programming,17.3,17.3,0.0,11.4867,45.0,56.4867,2,True,True,3.5133,8.3621,3.1246,37.3662,0.161,0.1613,0.1634,0.0014,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Claudia Cohen Hall
104,Rodin College House,Claudia Cohen Hall,No preference,60.0,greedy_reward_per_minute,16.4,17.3,5.2023,12.4547,40.0,52.4547,2,True,True,7.5453,8.3621,4.0926,48.9423,0.0143,0.0149,0.0238,0.0032,10,2026,Rodin College House -> Huntsman Hall -> Houston Hall -> Claudia Cohen Hall
104,Rodin College House,Claudia Cohen Hall,No preference,60.0,nearest,17.3,17.3,0.0,11.4867,45.0,56.4867,2,True,True,3.5133,8.3621,3.1246,37.3662,0.0091,0.0092,0.0096,0.0002,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Claudia Cohen Hall
105,Rodin College House,Claudia Cohen Hall,No preference,90.0,exact_dynamic_programming,26.3,26.3,0.0,17.7505,70.0,87.7505,3,True,True,2.2495,8.3621,9.3884,112.2732,0.2588,0.2601,0.2659,0.0035,10,2026,Rodin College House -> Huntsman Hall -> Holman Biotech Commons -> Van Pelt Library -> Claudia Cohen Hall
105,Rodin College House,Claudia Cohen Hall,No preference,90.0,greedy_reward_per_minute,25.4,26.3,3.4221,16.2121,65.0,81.2121,3,True,True,8.7879,8.3621,7.85,93.8759,0.0169,0.0169,0.0173,0.0004,10,2026,Rodin College House -> Huntsman Hall -> Houston Hall -> Van Pelt Library -> Claudia Cohen Hall
105,Rodin College House,Claudia Cohen Hall,No preference,90.0,nearest,24.6,26.3,6.4639,13.3068,70.0,83.3068,3,True,True,6.6932,8.3621,4.9447,59.1323,0.0109,0.0109,0.0113,0.0002,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Fisher Fine Arts Library -> Claudia Cohen Hall
106,Rodin College House,Annenberg School of Communication,Quiet,45.0,exact_dynamic_programming,11.0,11.0,0.0,10.2031,25.0,35.2031,1,True,True,9.7969,7.2661,2.937,40.4206,0.1421,0.1429,0.1497,0.0027,10,2026,Rodin College House -> Van Pelt Library -> Annenberg School of Communication
106,Rodin College House,Annenberg School of Communication,Quiet,45.0,greedy_reward_per_minute,11.0,11.0,0.0,10.2031,25.0,35.2031,1,True,True,9.7969,7.2661,2.937,40.4206,0.0092,0.0093,0.0097,0.0002,10,2026,Rodin College House -> Van Pelt Library -> Annenberg School of Communication
106,Rodin College House,Annenberg School of Communication,Quiet,45.0,nearest,4.8,11.0,56.3636,7.6843,20.0,27.6843,1,True,True,17.3157,7.2661,0.4182,5.7555,0.007,0.007,0.0076,0.0002,10,2026,Rodin College House -> Huntsman Hall -> Annenberg School of Communication
107,Rodin College House,Annenberg School of Communication,Quiet,60.0,exact_dynamic_programming,15.8,15.8,0.0,11.3265,45.0,56.3265,2,True,True,3.6735,7.2661,4.0604,55.8814,0.1881,0.1952,0.234,0.0276,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Annenberg School of Communication
107,Rodin College House,Annenberg School of Communication,Quiet,60.0,greedy_reward_per_minute,11.0,15.8,30.3797,10.2031,25.0,35.2031,1,True,True,24.7969,7.2661,2.937,40.4206,0.0095,0.0102,0.0159,0.002,10,2026,Rodin College House -> Van Pelt Library -> Annenberg School of Communication
107,Rodin College House,Annenberg School of Communication,Quiet,60.0,nearest,15.8,15.8,0.0,11.3265,45.0,56.3265,2,True,True,3.6735,7.2661,4.0604,55.8814,0.0091,0.0091,0.0096,0.0002,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Annenberg School of Communication
108,Rodin College House,Annenberg School of Communication,Quiet,90.0,exact_dynamic_programming,28.8,28.8,0.0,18.3858,70.0,88.3858,3,True,True,1.6142,7.2661,11.1197,153.0353,0.2768,0.2899,0.3415,0.0323,10,2026,Rodin College House -> Fisher Fine Arts Library -> Levine Hall -> Van Pelt Library -> Annenberg School of Communication
108,Rodin College House,Annenberg School of Communication,Quiet,90.0,greedy_reward_per_minute,28.8,28.8,0.0,19.2316,70.0,89.2316,3,True,True,0.7684,7.2661,11.9655,164.6757,0.0165,0.0166,0.0171,0.0002,10,2026,Rodin College House -> Van Pelt Library -> Fisher Fine Arts Library -> Levine Hall -> Annenberg School of Communication
108,Rodin College House,Annenberg School of Communication,Quiet,90.0,nearest,26.6,28.8,7.6389,14.7473,70.0,84.7473,3,True,True,5.2527,7.2661,7.4812,102.9603,0.012,0.0179,0.041,0.012,10,2026,Rodin College House -> Huntsman Hall -> Van Pelt Library -> Fisher Fine Arts Library -> Annenberg School of Communication
