scenario_index,start,destination,preference,time_budget,solver,reward,optimal_reward,optimality_gap_percent,travel_minutes,study_minutes,total_minutes,visited_count,feasible,study_plan,deadline_slack_minutes,direct_travel_minutes,walking_detour_minutes,walking_detour_percent,runtime_ms,runtime_mean_ms,runtime_p95_ms,runtime_std_ms,timing_repeats,order_seed,route
367,Gutmann College House,Towne Building,Coffee nearby,45.0,exact_dynamic_programming,10.6,10.6,0.0,15.0492,20.0,35.0492,1,True,True,9.9508,13.1983,1.8509,14.0238,0.0718,0.0717,0.0721,0.0004,10,2026,Gutmann College House -> Houston Hall -> Towne Building
367,Gutmann College House,Towne Building,Coffee nearby,45.0,greedy_reward_per_minute,10.6,10.6,0.0,15.0492,20.0,35.0492,1,True,True,9.9508,13.1983,1.8509,14.0238,0.0087,0.0087,0.0093,0.0003,10,2026,Gutmann College House -> Houston Hall -> Towne Building
367,Gutmann College House,Towne Building,Coffee nearby,45.0,nearest,8.8,10.6,16.9811,15.3412,20.0,35.3412,1,True,True,9.6588,13.1983,2.1429,16.2362,0.0069,0.0069,0.0073,0.0002,10,2026,Gutmann College House -> Huntsman Hall -> Towne Building
368,Gutmann College House,Towne Building,Coffee nearby,60.0,exact_dynamic_programming,19.4,19.4,0.0,17.5833,40.0,57.5833,2,True,True,2.4167,13.1983,4.385,33.224,0.0759,0.0763,0.0772,0.0006,10,2026,Gutmann College House -> Huntsman Hall -> Houston Hall -> Towne Building
368,Gutmann College House,Towne Building,Coffee nearby,60.0,greedy_reward_per_minute,17.6,19.4,9.2784,17.4898,40.0,57.4898,2,True,True,2.5102,13.1983,4.2915,32.5156,0.0101,0.0102,0.0106,0.0002,10,2026,Gutmann College House -> Houston Hall -> Levine Hall -> Towne Building
368,Gutmann College House,Towne Building,Coffee nearby,60.0,nearest,19.4,19.4,0.0,17.5833,40.0,57.5833,2,True,True,2.4167,13.1983,4.385,33.224,0.0081,0.0081,0.0084,0.0002,10,2026,Gutmann College House -> Huntsman Hall -> Houston Hall -> Towne Building
369,Gutmann College House,Towne Building,Coffee nearby,90.0,exact_dynamic_programming,26.4,26.4,0.0,20.0239,60.0,80.0239,3,True,True,9.9761,13.1983,6.8256,51.7158,0.1253,0.1341,0.212,0.0278,10,2026,Gutmann College House -> Huntsman Hall -> Houston Hall -> Levine Hall -> Towne Building
369,Gutmann College House,Towne Building,Coffee nearby,90.0,greedy_reward_per_minute,24.6,26.4,6.8182,23.1782,65.0,88.1782,3,True,True,1.8218,13.1983,9.9799,75.615,0.0141,0.0142,0.0146,0.0003,10,2026,Gutmann College House -> Houston Hall -> Levine Hall -> Van Pelt Library -> Towne Building
369,Gutmann College House,Towne Building,Coffee nearby,90.0,nearest,20.6,26.4,21.9697,16.3861,70.0,86.3861,3,True,True,3.6139,13.1983,3.1878,24.1531,0.01,0.01,0.0105,0.0002,10,2026,Gutmann College House -> Huntsman Hall -> Van Pelt Library -> Fisher Fine Arts Library -> Towne Building
370,Gutmann College House,Towne Building,Power outlets,45.0,exact_dynamic_programming,11.0,11.0,0.0,15.6126,20.0,35.6126,1,True,True,9.3874,13.1983,2.4143,18.2925,0.0719,0.0719,0.073,0.0006,10,2026,Gutmann College House -> Levine Hall -> Towne Building
370,Gutmann College House,Towne Building,Power outlets,45.0,greedy_reward_per_minute,11.0,11.0,0.0,15.6126,20.0,35.6126,1,True,True,9.3874,13.1983,2.4143,18.2925,0.0095,0.0095,0.0103,0.0003,10,2026,Gutmann College House -> Levine Hall -> Towne Building
370,Gutmann College House,Towne Building,Power outlets,45.0,nearest,8.8,11.0,20.0,15.3412,20.0,35.3412,1,True,True,9.6588,13.1983,2.1429,16.2362,0.0066,0.0066,0.0068,0.0001,10,2026,Gutmann College House -> Huntsman Hall -> Towne Building
371,Gutmann College House,Towne Building,Power outlets,60.0,exact_dynamic_programming,19.8,19.8,0.0,16.4713,40.0,56.4713,2,True,True,3.5287,13.1983,3.273,24.7986,0.0766,0.0773,0.0842,0.0025,10,2026,Gutmann College House -> Huntsman Hall -> Levine Hall -> Towne Building
371,Gutmann College House,Towne Building,Power outlets,60.0,greedy_reward_per_minute,11.0,19.8,44.4444,15.6126,20.0,35.6126,1,True,True,24.3874,13.1983,2.4143,18.2925,0.0086,0.0087,0.0092,0.0003,10,2026,Gutmann College House -> Levine Hall -> Towne Building
371,Gutmann College House,Towne Building,Power outlets,60.0,nearest,15.4,19.8,22.2222,17.5833,40.0,57.5833,2,True,True,2.4167,13.1983,4.385,33.224,0.008,0.0082,0.0091,0.0004,10,2026,Gutmann College House -> Huntsman Hall -> Houston Hall -> Towne Building
372,Gutmann College House,Towne Building,Power outlets,90.0,exact_dynamic_programming,30.8,30.8,0.0,17.5198,65.0,82.5198,3,True,True,7.4802,13.1983,4.3215,32.7429,0.1238,0.1244,0.13,0.0021,10,2026,Gutmann College House -> Huntsman Hall -> Van Pelt Library -> Levine Hall -> Towne Building
372,Gutmann College House,Towne Building,Power outlets,90.0,greedy_reward_per_minute,28.6,30.8,7.1429,24.3807,65.0,89.3807,3,True,True,0.6193,13.1983,11.1824,84.7261,0.0137,0.0137,0.0141,0.0003,10,2026,Gutmann College House -> Levine Hall -> Van Pelt Library -> Houston Hall -> Towne Building
372,Gutmann College House,Towne Building,Power outlets,90.0,nearest,28.6,30.8,7.1429,16.3861,70.0,86.3861,3,True,True,3.6139,13.1983,3.1878,24.1531,0.01,0.01,0.0103,0.0001,10,2026,Gutmann College House -> Huntsman Hall -> Van Pelt Library -> Fisher Fine Arts Library -> Towne Building
373,Gutmann College House,Towne Building,No preference,45.0,exact_dynamic_programming,9.0,9.0,0.0,13.8928,25.0,38.8928,1,True,True,6.1072,13.1983,0.6945,5.262,0.0718,0.0722,0.0745,0.0011,10,2026,Gutmann College House -> Van Pelt Library -> Towne Building
373,Gutmann College House,Towne Building,No preference,45.0,greedy_reward_per_minute,8.5,9.0,5.5556,15.6126,20.0,35.6126,1,True,True,9.3874,13.1983,2.4143,18.2925,0.0085,0.0085,0.0089,0.0002,10,2026,Gutmann College House -> Levine Hall -> Towne Building
373,Gutmann College House,Towne Building,No preference,45.0,nearest,8.3,9.0,7.7778,15.3412,20.0,35.3412,1,True,True,9.6588,13.1983,2.1429,16.2362,0.0066,0.0067,0.0071,0.0002,10,2026,Gutmann College House -> Huntsman Hall -> Towne Building
374,Gutmann College House,Towne Building,No preference,60.0,exact_dynamic_programming,16.8,16.8,0.0,16.4713,40.0,56.4713,2,True,True,3.5287,13.1983,3.273,24.7986,0.0798,0.0811,0.0881,0.0034,10,2026,Gutmann College House -> Huntsman Hall -> Levine Hall -> Towne Building
374,Gutmann College House,Towne Building,No preference,60.0,greedy_reward_per_minute,8.5,16.8,49.4048,15.6126,20.0,35.6126,1,True,True,24.3874,13.1983,2.4143,18.2925,0.0087,0.0087,0.0092,0.0002,10,2026,Gutmann College House -> Levine Hall -> Towne Building
374,Gutmann College House,Towne Building,No preference,60.0,nearest,16.4,16.8,2.381,17.5833,40.0,57.5833,2,True,True,2.4167,13.1983,4.385,33.224,0.0084,0.0085,0.0092,0.0003,10,2026,Gutmann College House -> Huntsman Hall -> Houston Hall -> Towne Building
375,Gutmann College House,Towne Building,No preference,90.0,exact_dynamic_programming,25.8,25.8,0.0,17.5198,65.0,82.5198,3,True,True,7.4802,13.1983,4.3215,32.7429,0.1232,0.1236,0.128,0.0019,10,2026,Gutmann College House -> Huntsman Hall -> Van Pelt Library -> Levine Hall -> Towne Building
375,Gutmann College House,Towne Building,No preference,90.0,greedy_reward_per_minute,25.6,25.8,0.7752,24.6473,65.0,89.6473,3,True,True,0.3527,13.1983,11.449,86.746,0.0139,0.0139,0.0146,0.0003,10,2026,Gutmann College House -> Levine Hall -> Houston Hall -> Van Pelt Library -> Towne Building
375,Gutmann College House,Towne Building,No preference,90.0,nearest,24.6,25.8,4.6512,16.3861,70.0,86.3861,3,True,True,3.6139,13.1983,3.1878,24.1531,0.0097,0.0098,0.0101,0.0002,10,2026,Gutmann College House -> Huntsman Hall -> Van Pelt Library -> Fisher Fine Arts Library -> Towne Building
376,Gutmann College House,Moore School Building,Quiet,45.0,exact_dynamic_programming,11.0,11.0,0.0,14.3203,25.0,39.3203,1,True,True,5.6797,13.8662,0.4541,3.2749,0.1449,0.1501,0.1959,0.0162,10,2026,Gutmann College House -> Van Pelt Library -> Moore School Building
376,Gutmann College House,Moore School Building,Quiet,45.0,greedy_reward_per_minute,11.0,11.0,0.0,14.3203,25.0,39.3203,1,True,True,5.6797,13.8662,0.4541,3.2749,0.0109,0.0108,0.0117,0.0005,10,2026,Gutmann College House -> Van Pelt Library -> Moore School Building
376,Gutmann College House,Moore School Building,Quiet,45.0,nearest,4.8,11.0,56.3636,14.7249,20.0,34.7249,1,True,True,10.2751,13.8662,0.8587,6.1928,0.007,0.0071,0.0073,0.0001,10,2026,Gutmann College House -> Huntsman Hall -> Moore School Building
377,Gutmann College House,Moore School Building,Quiet,60.0,exact_dynamic_programming,13.8,13.8,0.0,17.0081,40.0,57.0081,2,True,True,2.9919,13.8662,3.1419,22.6587,0.1505,0.1506,0.1528,0.0011,10,2026,Gutmann College House -> Towne Building -> Levine Hall -> Moore School Building
377,Gutmann College House,Moore School Building,Quiet,60.0,greedy_reward_per_minute,11.0,13.8,20.2899,14.3203,25.0,39.3203,1,True,True,20.6797,13.8662,0.4541,3.2749,0.0093,0.0094,0.0099,0.0002,10,2026,Gutmann College House -> Van Pelt Library -> Moore School Building
377,Gutmann College House,Moore School Building,Quiet,60.0,nearest,9.4,13.8,31.8841,19.0689,40.0,59.0689,2,True,True,0.9311,13.8662,5.2027,37.5207,0.0089,0.0089,0.0093,0.0002,10,2026,Gutmann College House -> Huntsman Hall -> Houston Hall -> Moore School Building
378,Gutmann College House,Moore School Building,Quiet,90.0,exact_dynamic_programming,28.8,28.8,0.0,16.8757,70.0,86.8757,3,True,True,3.1243,13.8662,3.0095,21.7039,0.2405,0.2458,0.2887,0.0153,10,2026,Gutmann College House -> Van Pelt Library -> Fisher Fine Arts Library -> Levine Hall -> Moore School Building
378,Gutmann College House,Moore School Building,Quiet,90.0,greedy_reward_per_minute,28.8,28.8,0.0,16.8757,70.0,86.8757,3,True,True,3.1243,13.8662,3.0095,21.7039,0.016,0.0159,0.0162,0.0002,10,2026,Gutmann College House -> Van Pelt Library -> Fisher Fine Arts Library -> Levine Hall -> Moore School Building
378,Gutmann College House,Moore School Building,Quiet,90.0,nearest,26.6,28.8,7.6389,17.5079,70.0,87.5079,3,True,True,2.4921,13.8662,3.6417,26.2631,0.0106,0.0107,0.0112,0.0002,10,2026,Gutmann College House -> Huntsman Hall -> Van Pelt Library -> Fisher Fine Arts Library -> Moore School Building
379,Gutmann College House,Moore School Building,Collaborative,45.0,exact_dynamic_programming,10.8,10.8,0.0,14.7249,20.0,34.7249,1,True,True,10.2751,13.8662,0.8587,6.1928,0.1446,0.1443,0.1461,0.0014,10,2026,Gutmann College House -> Huntsman Hall -> Moore School Building
379,Gutmann College House,Moore School Building,Collaborative,45.0,greedy_reward_per_minute,10.8,10.8,0.0,14.7249,20.0,34.7249,1,True,True,10.2751,13.8662,0.8587,6.1928,0.0094,0.0095,0.0097,0.0001,10,2026,Gutmann College House -> Huntsman Hall -> Moore School Building
379,Gutmann College House,Moore School Building,Collaborative,45.0,nearest,10.8,10.8,0.0,14.7249,20.0,34.7249,1,True,True,10.2751,13.8662,0.8587,6.1928,0.0071,0.0072,0.0075,0.0002,10,2026,Gutmann College House -> Huntsman Hall -> Moore School Building
380,Gutmann College House,Moore School Building,Collaborative,60.0,exact_dynamic_programming,21.4,21.4,0.0,19.0689,40.0,59.0689,2,True,True,0.9311,13.8662,5.2027,37.5207,0.1511,0.1507,0.1549,0.0022,10,2026,Gutmann College House -> Huntsman Hall -> Houston Hall -> Moore School Building
380,Gutmann College House,Moore School Building,Collaborative,60.0,greedy_reward_per_minute,21.4,21.4,0.0,19.0689,40.0,59.0689,2,True,True,0.9311,13.8662,5.2027,37.5207,0.0118,0.0119,0.0122,0.0001,10,2026,Gutmann College House -> Huntsman Hall -> Houston Hall -> Moore School Building
380,Gutmann College House,Moore School Building,Collaborative,60.0,nearest,21.4,21.4,0.0,19.0689,40.0,59.0689,2,True,True,0.9311,13.8662,5.2027,37.5207,0.0087,0.0087,0.0091,0.0002,10,2026,Gutmann College House -> Huntsman Hall -> Houston Hall -> Moore School Building
381,Gutmann College House,Moore School Building,Collaborative,90.0,exact_dynamic_programming,30.4,30.4,0.0,19.5259,60.0,79.5259,3,True,True,10.4741,13.8662,5.6597,40.8165,0.2393,0.2397,0.243,0.0016,10,2026,Gutmann College House -> Huntsman Hall -> Houston Hall -> Levine Hall -> Moore School Building
381,Gutmann College House,Moore School Building,Collaborative,90.0,greedy_reward_per_minute,30.4,30.4,0.0,19.5259,60.0,79.5259,3,True,True,10.4741,13.8662,5.6597,40.8165,0.0163,0.0163,0.0165,0.0002,10,2026,Gutmann College House -> Huntsman Hall -> Houston Hall -> Levine Hall -> Moore School Building
381,Gutmann College House,Moore School Building,Collaborative,90.0,nearest,22.6,30.4,25.6579,17.5079,70.0,87.5079,3,True,True,2.4921,13.8662,3.6417,26.2631,0.0108,0.0109,0.0115,0.0003,10,2026,Gutmann College House -> Huntsman Hall -> Van Pelt Library -> Fisher Fine Arts Library -> Moore School Building
382,Gutmann College House,Moore School Building,Coffee nearby,45.0,exact_dynamic_programming,10.6,10.6,0.0,16.5348,20.0,36.5348,1,True,True,8.4652,13.8662,2.6686,19.2454,0.1457,0.1462,0.1529,0.0026,10,2026,Gutmann College House -> Houston Hall -> Moore School Building
382,Gutmann College House,Moore School Building,Coffee nearby,45.0,greedy_reward_per_minute,10.6,10.6,0.0,16.5348,20.0,36.5348,1,True,True,8.4652,13.8662,2.6686,19.2454,0.0094,0.0093,0.0096,0.0002,10,2026,Gutmann College House -> Houston Hall -> Moore School Building
382,Gutmann College House,Moore School Building,Coffee nearby,45.0,nearest,8.8,10.6,16.9811,14.7249,20.0,34.7249,1,True,True,10.2751,13.8662,0.8587,6.1928,0.0071,0.0071,0.0072,0.0001,10,2026,Gutmann College House -> Huntsman Hall -> Moore School Building
383,Gutmann College House,Moore School Building,Coffee nearby,60.0,exact_dynamic_programming,19.4,19.4,0.0,19.0689,40.0,59.0689,2,True,True,0.9311,13.8662,5.2027,37.5207,0.1508,0.1515,0.1582,0.0024,10,2026,Gutmann College House -> Huntsman Hall -> Houston Hall -> Moore School Building
383,Gutmann College House,Moore School Building,Coffee nearby,60.0,greedy_reward_per_minute,17.6,19.4,9.2784,16.9918,40.0,56.9918,2,True,True,3.0082,13.8662,3.1256,22.5411,0.0117,0.0116,0.0119,0.0002,10,2026,Gutmann College House -> Houston Hall -> Levine Hall -> Moore School Building
383,Gutmann College House,Moore School Building,Coffee nearby,60.0,nearest,19.4,19.4,0.0,19.0689,40.0,59.0689,2,True,True,0.9311,13.8662,5.2027,37.5207,0.0087,0.0087,0.009,0.0002,10,2026,Gutmann College House -> Huntsman Hall -> Houston Hall -> Moore School Building
384,Gutmann College House,Moore School Building,Coffee nearby,90.0,exact_dynamic_programming,26.4,26.4,0.0,19.5259,60.0,79.5259,3,True,True,10.4741,13.8662,5.6597,40.8165,0.2393,0.2406,0.2495,0.0035,10,2026,Gutmann College House -> Huntsman Hall -> Houston Hall -> Levine Hall -> Moore School Building
384,Gutmann College House,Moore School Building,Coffee nearby,90.0,greedy_reward_per_minute,24.6,26.4,6.8182,23.6057,65.0,88.6057,3,True,True,1.3943,13.8662,9.7395,70.2391,0.0158,0.0158,0.0162,0.0002,10,2026,Gutmann College House -> Houston Hall -> Levine Hall -> Van Pelt Library -> Moore School Building
384,Gutmann College House,Moore School Building,Coffee nearby,90.0,nearest,20.6,26.4,21.9697,17.5079,70.0,87.5079,3,True,True,2.4921,13.8662,3.6417,26.2631,0.0107,0.0108,0.0112,0.0002,10,2026,Gutmann College House -> Huntsman Hall -> Van Pelt Library -> Fisher Fine Arts Library -> Moore School Building
385,Gutmann College House,Moore School Building,Power outlets,45.0,exact_dynamic_programming,11.0,11.0,0.0,15.1146,20.0,35.1146,1,True,True,9.8854,13.8662,1.2484,9.0032,0.1457,0.1513,0.1909,0.015,10,2026,Gutmann College House -> Levine Hall -> Moore School Building
385,Gutmann College House,Moore School Building,Power outlets,45.0,greedy_reward_per_minute,11.0,11.0,0.0,15.1146,20.0,35.1146,1,True,True,9.8854,13.8662,1.2484,9.0032,0.0094,0.0093,0.0097,0.0003,10,2026,Gutmann College House -> Levine Hall -> Moore School Building
385,Gutmann College House,Moore School Building,Power outlets,45.0,nearest,8.8,11.0,20.0,14.7249,20.0,34.7249,1,True,True,10.2751,13.8662,0.8587,6.1928,0.0069,0.0069,0.007,0.0001,10,2026,Gutmann College House -> Huntsman Hall -> Moore School Building
386,Gutmann College House,Moore School Building,Power outlets,60.0,exact_dynamic_programming,19.8,19.8,0.0,15.9733,40.0,55.9733,2,True,True,4.0267,13.8662,2.1071,15.1959,0.1524,0.1535,0.1606,0.0029,10,2026,Gutmann College House -> Huntsman Hall -> Levine Hall -> Moore School Building
386,Gutmann College House,Moore School Building,Power outlets,60.0,greedy_reward_per_minute,19.8,19.8,0.0,17.6534,40.0,57.6534,2,True,True,2.3466,13.8662,3.7872,27.3125,0.012,0.012,0.0122,0.0002,10,2026,Gutmann College House -> Levine Hall -> Towne Building -> Moore School Building
386,Gutmann College House,Moore School Building,Power outlets,60.0,nearest,15.4,19.8,22.2222,19.0689,40.0,59.0689,2,True,True,0.9311,13.8662,5.2027,37.5207,0.0095,0.0096,0.01,0.0002,10,2026,Gutmann College House -> Huntsman Hall -> Houston Hall -> Moore School Building
387,Gutmann College House,Moore School Building,Power outlets,90.0,exact_dynamic_programming,30.8,30.8,0.0,17.0218,65.0,82.0218,3,True,True,7.9782,13.8662,3.1556,22.7575,0.2409,0.2425,0.2525,0.004,10,2026,Gutmann College House -> Huntsman Hall -> Van Pelt Library -> Levine Hall -> Moore School Building
387,Gutmann College House,Moore School Building,Power outlets,90.0,greedy_reward_per_minute,30.8,30.8,0.0,23.8623,65.0,88.8623,3,True,True,1.1377,13.8662,9.9961,72.0897,0.0158,0.0159,0.0162,0.0002,10,2026,Gutmann College House -> Levine Hall -> Towne Building -> Van Pelt Library -> Moore School Building
387,Gutmann College House,Moore School Building,Power outlets,90.0,nearest,28.6,30.8,7.1429,17.5079,70.0,87.5079,3,True,True,2.4921,13.8662,3.6417,26.2631,0.0109,0.0109,0.0111,0.0002,10,2026,Gutmann College House -> Huntsman Hall -> Van Pelt Library -> Fisher Fine Arts Library -> Moore School Building
388,Gutmann College House,Moore School Building,No preference,45.0,exact_dynamic_programming,9.0,9.0,0.0,14.3203,25.0,39.3203,1,True,True,5.6797,13.8662,0.4541,3.2749,0.1434,0.1443,0.1492,0.0024,10,2026,Gutmann College House -> Van Pelt Library -> Moore School Building
388,Gutmann College House,Moore School Building,No preference,45.0,greedy_reward_per_minute,8.5,9.0,5.5556,15.1146,20.0,35.1146,1,True,True,9.8854,13.8662,1.2484,9.0032,0.0093,0.0092,0.0094,0.0001,10,2026,Gutmann College House -> Levine Hall -> Moore School Building
388,Gutmann College House,Moore School Building,No preference,45.0,nearest,8.3,9.0,7.7778,14.7249,20.0,34.7249,1,True,True,10.2751,13.8662,0.8587,6.1928,0.007,0.0071,0.0073,0.0002,10,2026,Gutmann College House -> Huntsman Hall -> Moore School Building
389,Gutmann College House,Moore School Building,No preference,60.0,exact_dynamic_programming,16.8,16.8,0.0,15.9733,40.0,55.9733,2,True,True,4.0267,13.8662,2.1071,15.1959,0.1523,0.1523,0.1565,0.002,10,2026,Gutmann College House -> Huntsman Hall -> Levine Hall -> Moore School Building
389,Gutmann College House,Moore School Building,No preference,60.0,greedy_reward_per_minute,15.3,16.8,8.9286,17.6534,40.0,57.6534,2,True,True,2.3466,13.8662,3.7872,27.3125,0.0112,0.0113,0.0118,0.0003,10,2026,Gutmann College House -> Levine Hall -> Towne Building -> Moore School Building
389,Gutmann College House,Moore School Building,No preference,60.0,nearest,16.4,16.8,2.381,19.0689,40.0,59.0689,2,True,True,0.9311,13.8662,5.2027,37.5207,0.0088,0.0088,0.0091,0.0002,10,2026,Gutmann College House -> Huntsman Hall -> Houston Hall -> Moore School Building
390,Gutmann College House,Moore School Building,No preference,90.0,exact_dynamic_programming,25.8,25.8,0.0,17.0218,65.0,82.0218,3,True,True,7.9782,13.8662,3.1556,22.7575,0.2427,0.2559,0.3648,0.0386,10,2026,Gutmann College House -> Huntsman Hall -> Van Pelt Library -> Levine Hall -> Moore School Building
390,Gutmann College House,Moore School Building,No preference,90.0,greedy_reward_per_minute,23.4,25.8,9.3023,25.5122,60.0,85.5122,3,True,True,4.4878,13.8662,11.646,83.9884,0.0159,0.016,0.0163,0.0002,10,2026,Gutmann College House -> Levine Hall -> Towne Building -> Houston Hall -> Moore School Building
390,Gutmann College House,Moore School Building,No preference,90.0,nearest,24.6,25.8,4.6512,17.5079,70.0,87.5079,3,True,True,2.4921,13.8662,3.6417,26.2631,0.0111,0.011,0.0114,0.0002,10,2026,Gutmann College House -> Huntsman Hall -> Van Pelt Library -> Fisher Fine Arts Library -> Moore School Building
391,Gutmann College House,Levine Hall,Quiet,45.0,exact_dynamic_programming,11.0,11.0,0.0,13.9129,25.0,38.9129,1,True,True,6.0871,13.4587,0.4542,3.3748,0.0721,0.072,0.0734,0.0008,10,2026,Gutmann College House -> Van Pelt Library -> Levine Hall
391,Gutmann College House,Levine Hall,Quiet,45.0,greedy_reward_per_minute,11.0,11.0,0.0,13.9129,25.0,38.9129,1,True,True,6.0871,13.4587,0.4542,3.3748,0.0087,0.0095,0.0168,0.0026,10,2026,Gutmann College House -> Van Pelt Library -> Levine Hall
391,Gutmann College House,Levine Hall,Quiet,45.0,nearest,4.8,11.0,56.3636,14.3174,20.0,34.3174,1,True,True,10.6826,13.4587,0.8587,6.3803,0.0069,0.0069,0.0073,0.0002,10,2026,Gutmann College House -> Huntsman Hall -> Levine Hall
392,Gutmann College House,Levine Hall,Quiet,60.0,exact_dynamic_programming,11.6,11.6,0.0,17.4951,40.0,57.4951,2,True,True,2.5049,13.4587,4.0364,29.991,0.0803,0.081,0.0913,0.0039,10,2026,Gutmann College House -> Huntsman Hall -> Towne Building -> Levine Hall
392,Gutmann College House,Levine Hall,Quiet,60.0,greedy_reward_per_minute,11.0,11.6,5.1724,13.9129,25.0,38.9129,1,True,True,21.0871,13.4587,0.4542,3.3748,0.0086,0.0094,0.0163,0.0024,10,2026,Gutmann College House -> Van Pelt Library -> Levine Hall
392,Gutmann College House,Levine Hall,Quiet,60.0,nearest,9.4,11.6,18.9655,17.87,40.0,57.87,2,True,True,2.13,13.4587,4.4113,32.7766,0.01,0.0101,0.0113,0.0004,10,2026,Gutmann College House -> Huntsman Hall -> Houston Hall -> Levine Hall
393,Gutmann College House,Levine Hall,Quiet,90.0,exact_dynamic_programming,28.6,28.6,0.0,17.087,70.0,87.087,3,True,True,2.913,13.4587,3.6283,26.9588,0.1228,0.1236,0.1271,0.002,10,2026,Gutmann College House -> Van Pelt Library -> Fisher Fine Arts Library -> Towne Building -> Levine Hall
393,Gutmann College House,Levine Hall,Quiet,90.0,greedy_reward_per_minute,28.6,28.6,0.0,17.087,70.0,87.087,3,True,True,2.913,13.4587,3.6283,26.9588,0.0143,0.0144,0.0147,0.0002,10,2026,Gutmann College House -> Van Pelt Library -> Fisher Fine Arts Library -> Towne Building -> Levine Hall
393,Gutmann College House,Levine Hall,Quiet,90.0,nearest,26.6,28.6,6.993,16.6728,70.0,86.6728,3,True,True,3.3272,13.4587,3.2141,23.8812,0.0103,0.0102,0.0107,0.0003,10,2026,Gutmann College House -> Huntsman Hall -> Van Pelt Library -> Fisher Fine Arts Library -> Levine Hall
394,Gutmann College House,Levine Hall,Collaborative,45.0,exact_dynamic_programming,10.8,10.8,0.0,14.3174,20.0,34.3174,1,True,True,10.6826,13.4587,0.8587,6.3803,0.0712,0.0714,0.0727,0.0005,10,2026,Gutmann College House -> Huntsman Hall -> Levine Hall
394,Gutmann College House,Levine Hall,Collaborative,45.0,greedy_reward_per_minute,10.8,10.8,0.0,14.3174,20.0,34.3174,1,True,True,10.6826,13.4587,0.8587,6.3803,0.0085,0.0086,0.0092,0.0003,10,2026,Gutmann College House -> Huntsman Hall -> Levine Hall
394,Gutmann College House,Levine Hall,Collaborative,45.0,nearest,10.8,10.8,0.0,14.3174,20.0,34.3174,1,True,True,10.6826,13.4587,0.8587,6.3803,0.0066,0.0067,0.0071,0.0002,10,2026,Gutmann College House -> Huntsman Hall -> Levine Hall
395,Gutmann College House,Levine Hall,Collaborative,60.0,exact_dynamic_programming,21.4,21.4,0.0,17.87,40.0,57.87,2,True,True,2.13,13.4587,4.4113,32.7766,0.0764,0.077,0.0825,0.0021,10,2026,Gutmann College House -> Huntsman Hall -> Houston Hall -> Levine Hall
395,Gutmann College House,Levine Hall,Collaborative,60.0,greedy_reward_per_minute,21.4,21.4,0.0,17.87,40.0,57.87,2,True,True,2.13,13.4587,4.4113,32.7766,0.0106,0.0108,0.0114,0.0003,10,2026,Gutmann College House -> Huntsman Hall -> Houston Hall -> Levine Hall
395,Gutmann College House,Levine Hall,Collaborative,60.0,nearest,21.4,21.4,0.0,17.87,40.0,57.87,2,True,True,2.13,13.4587,4.4113,32.7766,0.0083,0.0083,0.0085,0.0002,10,2026,Gutmann College House -> Huntsman Hall -> Houston Hall -> Levine Hall
396,Gutmann College House,Levine Hall,Collaborative,90.0,exact_dynamic_programming,30.4,30.4,0.0,21.9349,65.0,86.9349,3,True,True,3.0651,13.4587,8.4762,62.9793,0.1395,0.1532,0.2007,0.0261,10,2026,Gutmann College House -> Huntsman Hall -> Holman Biotech Commons -> Houston Hall -> Levine Hall
396,Gutmann College House,Levine Hall,Collaborative,90.0,greedy_reward_per_minute,28.2,30.4,7.2368,19.7372,60.0,79.7372,3,True,True,10.2628,13.4587,6.2785,46.6501,0.0149,0.0153,0.017,0.0009,10,2026,Gutmann College House -> Huntsman Hall -> Houston Hall -> Towne Building -> Levine Hall
396,Gutmann College House,Levine Hall,Collaborative,90.0,nearest,22.6,30.4,25.6579,16.6728,70.0,86.6728,3,True,True,3.3272,13.4587,3.2141,23.8812,0.0108,0.0138,0.0379,0.0085,10,2026,Gutmann College House -> Huntsman Hall -> Van Pelt Library -> Fisher Fine Arts Library -> Levine Hall
397,Gutmann College House,Levine Hall,Coffee nearby,45.0,exact_dynamic_programming,10.6,10.6,0.0,15.3359,20.0,35.3359,1,True,True,9.6641,13.4587,1.8772,13.9479,0.0723,0.0725,0.0738,0.0008,10,2026,Gutmann College House -> Houston Hall -> Levine Hall
397,Gutmann College House,Levine Hall,Coffee nearby,45.0,greedy_reward_per_minute,10.6,10.6,0.0,15.3359,20.0,35.3359,1,True,True,9.6641,13.4587,1.8772,13.9479,0.0088,0.0089,0.0097,0.0003,10,2026,Gutmann College House -> Houston Hall -> Levine Hall
397,Gutmann College House,Levine Hall,Coffee nearby,45.0,nearest,8.8,10.6,16.9811,14.3174,20.0,34.3174,1,True,True,10.6826,13.4587,0.8587,6.3803,0.0066,0.0067,0.007,0.0002,10,2026,Gutmann College House -> Huntsman Hall -> Levine Hall
398,Gutmann College House,Levine Hall,Coffee nearby,60.0,exact_dynamic_programming,19.4,19.4,0.0,17.87,40.0,57.87,2,True,True,2.13,13.4587,4.4113,32.7766,0.0763,0.0764,0.0777,0.0006,10,2026,Gutmann College House -> Huntsman Hall -> Houston Hall -> Levine Hall
